DT_GERACAO,HH_GERACAO,CD_TP_ESFERA_PARTIDARIA,DS_TP_ESPERA_PARTIDARIA,SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,NR_CNPJ_PRESTADOR_CONTA,SG_PARTIDO,NM_PARTIDO,CD_TP_DOCUMENTO,DS_TP_DOCUMENTO,NR_DOCUMENTO,AA_AIDF,NR_AIDF,CD_TP_FORNECEDOR,DS_TP_FORNECEDOR,NR_CPF_CNPJ_FORNECEDOR,NM_FORNECEDOR,DS_GASTO_NIVEL1,DS_GASTO_NIVEL2,DS_GASTO_NIVEL3,DS_GASTO_NIVEL4,DT_PAGAMENTO,VR_GASTO,VR_PAGAMENTO,VR_DOCUMENTO,DS_GASTO_CONCAT,mes
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,162,#NULO#,#NULO#,F,PESSOA FÍSICA,05353127412,FÁBIO LÍVIO DA SILVA MARINHO,SERVIÇOS TÉCNICO-PROFISSIONAIS ,SERVIÇOS DE CONSULTORIA JURÍDICA ,ORDINÁRIAS,NA,2018-10-31,1468.5,1468.5,1468.5,SERVIÇOS TÉCNICO-PROFISSIONAIS - SERVIÇOS DE CONSULTORIA JURÍDICA - ORDINÁRIAS,10
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,163,#NULO#,#NULO#,F,PESSOA FÍSICA,05353127412,FÁBIO LÍVIO DA SILVA MARINHO,SERVIÇOS TÉCNICO-PROFISSIONAIS ,SERVIÇOS DE CONSULTORIA JURÍDICA ,ORDINÁRIAS,NA,2018-12-05,1468.5,1468.5,1468.5,SERVIÇOS TÉCNICO-PROFISSIONAIS - SERVIÇOS DE CONSULTORIA JURÍDICA - ORDINÁRIAS,12
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,164,#NULO#,#NULO#,F,PESSOA FÍSICA,05353127412,FÁBIO LÍVIO DA SILVA MARINHO,SERVIÇOS TÉCNICO-PROFISSIONAIS ,SERVIÇOS DE CONSULTORIA JURÍDICA ,ORDINÁRIAS,NA,2018-12-28,1468.5,1468.5,1468.5,SERVIÇOS TÉCNICO-PROFISSIONAIS - SERVIÇOS DE CONSULTORIA JURÍDICA - ORDINÁRIAS,12
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,"4,35",#NULO#,#NULO#,J,PESSOA JURÍDICA,00000000001163,BANCO DO BRASIL S/A,DESPESAS FINANCEIRAS ,COMISSÕES E TARIFAS BANCÁRIAS,NA,NA,2018-06-21,4.35,4.35,4.35,DESPESAS FINANCEIRAS - COMISSÕES E TARIFAS BANCÁRIAS,6
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,821700700294611,#NULO#,#NULO#,J,PESSOA JURÍDICA,00000000001163,BANCO DO BRASIL S/A,DESPESAS FINANCEIRAS ,COMISSÕES E TARIFAS BANCÁRIAS,NA,NA,2018-06-19,128,128,128,DESPESAS FINANCEIRAS - COMISSÕES E TARIFAS BANCÁRIAS,6
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,857387,#NULO#,#NULO#,J,PESSOA JURÍDICA,03316180000103,SIN COMUNICAÇÃO LTDA,PESQUISAS E TESTES DE OPINIÃO PÚBLICA ,ORDINÁRIAS,NA,NA,2018-08-01,29550,29550,29550,PESQUISAS E TESTES DE OPINIÃO PÚBLICA - ORDINÁRIAS,8
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,857474,#NULO#,#NULO#,J,PESSOA JURÍDICA,03717013000174,SUPERMERCADO SANTIAGO LTDA,ADIANTAMENTOS DIVERSOS ,ADIANTAMENTOS A FORNECEDORES,NA,NA,2018-08-23,315.15,315.15,315.15,ADIANTAMENTOS DIVERSOS - ADIANTAMENTOS A FORNECEDORES,8
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,PESSOAL ,IRRF ,ORDINÁRIAS,NA,2018-01-31,45,45,45,PESSOAL - IRRF - ORDINÁRIAS,1
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,PESSOAL ,IRRF ,ORDINÁRIAS,NA,2018-01-31,487.2,487.2,487.2,PESSOAL - IRRF - ORDINÁRIAS,1
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,PESSOAL ,IRRF ,ORDINÁRIAS,NA,2018-03-20,548.21,548.21,548.21,PESSOAL - IRRF - ORDINÁRIAS,3
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,PESSOAL ,IRRF ,ORDINÁRIAS,NA,2018-03-31,45,45,45,PESSOAL - IRRF - ORDINÁRIAS,3
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,PESSOAL ,IRRF ,ORDINÁRIAS,NA,2018-03-31,523.45,523.45,523.45,PESSOAL - IRRF - ORDINÁRIAS,3
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,PESSOAL ,IRRF ,ORDINÁRIAS,NA,2018-04-30,225,225,225,PESSOAL - IRRF - ORDINÁRIAS,4
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,PESSOAL ,IRRF ,ORDINÁRIAS,NA,2018-04-30,652.17,652.17,652.17,PESSOAL - IRRF - ORDINÁRIAS,4
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,PESSOAL ,IRRF ,ORDINÁRIAS,NA,2018-05-31,643.67,643.67,643.67,PESSOAL - IRRF - ORDINÁRIAS,5
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,PESSOAL ,IRRF ,ORDINÁRIAS,NA,2018-06-30,638,638,638,PESSOAL - IRRF - ORDINÁRIAS,6
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,PESSOAL ,IRRF ,ORDINÁRIAS,NA,2018-07-31,1127.18,1127.18,1127.18,PESSOAL - IRRF - ORDINÁRIAS,7
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,PESSOAL ,IRRF ,ORDINÁRIAS,NA,2018-09-30,450,450,450,PESSOAL - IRRF - ORDINÁRIAS,9
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,PESSOAL ,IRRF ,ORDINÁRIAS,NA,2018-10-31,1388.3,1388.3,1388.3,PESSOAL - IRRF - ORDINÁRIAS,10
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,PESSOAL ,IRRF ,ORDINÁRIAS,NA,2018-11-30,781.26,781.26,781.26,PESSOAL - IRRF - ORDINÁRIAS,11
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,PESSOAL ,PIS SOBRE FOLHA DE PAGAMENTO ,ORDINÁRIAS,NA,2018-05-31,245.65,245.65,245.65,PESSOAL - PIS SOBRE FOLHA DE PAGAMENTO - ORDINÁRIAS,5
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,PESSOAL ,PIS SOBRE FOLHA DE PAGAMENTO ,ORDINÁRIAS,NA,2018-10-31,280.77,280.77,280.77,PESSOAL - PIS SOBRE FOLHA DE PAGAMENTO - ORDINÁRIAS,10
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,PESSOAL ,PIS SOBRE FOLHA DE PAGAMENTO ,ORDINÁRIAS,NA,2018-11-30,539.97,539.97,539.97,PESSOAL - PIS SOBRE FOLHA DE PAGAMENTO - ORDINÁRIAS,11
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,TRIBUTOS ,OUTROS TRIBUTOS ,ORDINÁRIAS,NA,2018-01-31,10.7,10.7,10.7,TRIBUTOS - OUTROS TRIBUTOS - ORDINÁRIAS,1
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,TRIBUTOS ,OUTROS TRIBUTOS ,ORDINÁRIAS,NA,2018-02-28,10.7,10.7,10.7,TRIBUTOS - OUTROS TRIBUTOS - ORDINÁRIAS,2
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,TRIBUTOS ,OUTROS TRIBUTOS ,ORDINÁRIAS,NA,2018-06-30,10.7,10.7,10.7,TRIBUTOS - OUTROS TRIBUTOS - ORDINÁRIAS,6
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,TRIBUTOS ,OUTROS TRIBUTOS ,ORDINÁRIAS,NA,2018-07-31,10.7,10.7,10.7,TRIBUTOS - OUTROS TRIBUTOS - ORDINÁRIAS,7
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,TRIBUTOS ,OUTROS TRIBUTOS ,ORDINÁRIAS,NA,2018-08-31,10.7,10.7,10.7,TRIBUTOS - OUTROS TRIBUTOS - ORDINÁRIAS,8
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,TRIBUTOS ,OUTROS TRIBUTOS ,ORDINÁRIAS,NA,2018-09-30,10.7,10.7,10.7,TRIBUTOS - OUTROS TRIBUTOS - ORDINÁRIAS,9
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,DESPESAS FINANCEIRAS ,OUTRAS DESPESAS FINANCEIRAS (Juros e Multas),NA,NA,2018-01-31,0,43.45,487.2,DESPESAS FINANCEIRAS - OUTRAS DESPESAS FINANCEIRAS (Juros e Multas),1
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,DESPESAS FINANCEIRAS ,OUTRAS DESPESAS FINANCEIRAS (Juros e Multas),NA,NA,2018-04-30,0,5.05,45,DESPESAS FINANCEIRAS - OUTRAS DESPESAS FINANCEIRAS (Juros e Multas),4
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,DESPESAS FINANCEIRAS ,OUTRAS DESPESAS FINANCEIRAS (Juros e Multas),NA,NA,2018-04-30,0,7.42,225,DESPESAS FINANCEIRAS - OUTRAS DESPESAS FINANCEIRAS (Juros e Multas),4
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,00394460005887,MINISTÉRIO DA FAZENDA,DESPESAS FINANCEIRAS ,OUTRAS DESPESAS FINANCEIRAS (Juros e Multas),NA,NA,2018-06-30,0,16.48,156,DESPESAS FINANCEIRAS - OUTRAS DESPESAS FINANCEIRAS (Juros e Multas),6
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,06017798000160,TRIBUNAL REGIONAL ELEITORAL DA PARAÍBA,TRIBUTOS ,TAXAS ,ORDINÁRIAS,NA,2018-02-23,1566.33,1566.33,1566.33,TRIBUTOS - TAXAS - ORDINÁRIAS,2
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,06017798000160,TRIBUNAL REGIONAL ELEITORAL DA PARAÍBA,TRIBUTOS ,TAXAS ,ORDINÁRIAS,NA,2018-07-06,2402.15,2402.15,2402.15,TRIBUTOS - TAXAS - ORDINÁRIAS,7
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,08806721000103,JOÃO PESSOA SECRETARIA DE FINANÇAS SEFIN,TRIBUTOS ,OUTROS TRIBUTOS ,ORDINÁRIAS,NA,2018-01-31,11.5,11.5,11.5,TRIBUTOS - OUTROS TRIBUTOS - ORDINÁRIAS,1
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,08806721000103,JOÃO PESSOA SECRETARIA DE FINANÇAS SEFIN,TRIBUTOS ,OUTROS TRIBUTOS ,ORDINÁRIAS,NA,2018-07-31,11.5,11.5,11.5,TRIBUTOS - OUTROS TRIBUTOS - ORDINÁRIAS,7
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,09188376000146,DEPARTAMENTO ESTADUAL DE TRANSITO,TRIBUTOS ,TAXAS ,ORDINÁRIAS,NA,2018-04-23,350.72,350.72,350.72,TRIBUTOS - TAXAS - ORDINÁRIAS,4
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,09188376000146,DEPARTAMENTO ESTADUAL DE TRANSITO,TRIBUTOS ,TAXAS ,ORDINÁRIAS,NA,2018-05-16,317,317,317,TRIBUTOS - TAXAS - ORDINÁRIAS,5
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,16727230000197,FUNDO DO REGIME GERAL DE PREVIDÊNCIA SOCIAL,PESSOAL ,PREVIDÊNCIA SOCIAL ,ORDINÁRIAS,NA,2018-01-31,9374.18,9374.18,9374.18,PESSOAL - PREVIDÊNCIA SOCIAL - ORDINÁRIAS,1
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,16727230000197,FUNDO DO REGIME GERAL DE PREVIDÊNCIA SOCIAL,PESSOAL ,PREVIDÊNCIA SOCIAL ,ORDINÁRIAS,NA,2018-05-31,9431.96,9431.96,9431.96,PESSOAL - PREVIDÊNCIA SOCIAL - ORDINÁRIAS,5
19/10/2019,16:37:25,2,ESTADUAL,PB,#NULO#,#NULO#,#NULO#,08319972000155,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,5,OUTROS,#NULO#,#NULO#,#NULO#,J,PESSOA JURÍDICA,16727230000197,FUNDO DO REGIME GERAL DE PREVIDÊNCIA SOCIAL,PESSOAL ,PREVIDÊNCIA SOCIAL ,ORDINÁRIAS,NA,2018-06-30,9231.67,9231.67,9231.67,PESSOAL - PREVIDÊNCIA SOCIAL - ORDINÁRIAS,6
